sample	notch60	hp_5Hz	ttm	lp35	thresh_2s_avg	thresh_2s_max	thresh	lock_count
2354	0.553118	0.0811095	7.16874e-07	6.38659e-06	0.00273558	0.00657022	0.00657022	0
2341	0.554369	0.0818362	2.32748e-07	5.52861e-06	0.00273559	0.00657022	0.00657022	0
2292	0.556028	0.0828973	5.43907e-06	5.90508e-06	0.00273559	0.00657022	0.00657022	0
2236	0.557775	0.083884	7.13712e-06	6.33252e-06	0.0027356	0.00657022	0.00657022	0
2208	0.559785	0.0849315	2.26823e-05	7.81172e-06	0.00273561	0.00657022	0.00657022	0
2221	0.560477	0.0844461	2.89358e-05	9.52983e-06	0.00273562	0.00657022	0.00657022	0
2276	0.561478	0.084054	2.53559e-05	1.11477e-05	0.00273563	0.00657022	0.00657022	0
2340	0.561495	0.0824724	8.86261e-06	1.10962e-05	0.00273564	0.00657022	0.00657022	0
2380	0.560984	0.0802131	7.16369e-11	1.03146e-05	0.00273565	0.00657022	0.00657022	0
2373	0.559938	0.0773058	1.34139e-05	1.01393e-05	0.00273566	0.00657022	0.00657022	0
2325	0.559459	0.0749043	3.85045e-05	1.22555e-05	0.00273567	0.00657022	0.00657022	0
2261	0.559513	0.0729852	7.83411e-05	1.70386e-05	0.00273569	0.00657022	0.00657022	0
2217	0.560339	0.0718184	0.000122742	2.54467e-05	0.00273571	0.00657022	0.00657022	0
2222	0.562665	0.0721315	0.000138122	3.50324e-05	0.00273575	0.00657022	0.00657022	0
2277	0.566042	0.073478	0.000131183	4.43514e-05	0.00273579	0.00657022	0.00657022	0
2352	0.568592	0.0739748	0.000109648	5.21668e-05	0.00273585	0.00657022	0.00657022	0
2417	0.571555	0.0748686	8.43705e-05	5.78048e-05	0.0027359	0.00657022	0.00657022	0
2432	0.572236	0.0735205	8.01355e-05	6.30189e-05	0.00273597	0.00657022	0.00657022	0
2402	0.573537	0.0728737	5.38671e-05	6.52464e-05	0.00273603	0.00657022	0.00657022	0
2340	0.573964	0.0714351	3.44648e-05	6.56413e-05	0.0027361	0.00657022	0.00657022	0
2282	0.573911	0.0696259	2.7861e-05	6.58203e-05	0.00273616	0.00657022	0.00657022	0
2265	0.57474	0.0688032	1.7489e-05	6.64364e-05	0.00273623	0.00657022	0.00657022	0
2294	0.574953	0.0674661	1.89425e-05	6.77895e-05	0.0027363	0.00657022	0.00657022	0
2363	0.576771	0.0677778	1.89545e-05	6.81852e-05	0.00273636	0.00657022	0.00657022	0
2432	0.578523	0.0680417	2.9553e-05	6.75458e-05	0.00273643	0.00657022	0.00657022	0
2471	0.581049	0.0690472	2.42807e-05	6.36844e-05	0.0027365	0.00657022	0.00657022	0
2463	0.58396	0.0703872	2.00835e-05	5.63516e-05	0.00273655	0.00657022	0.00657022	0
2419	0.587279	0.0720603	2.13226e-06	4.66381e-05	0.0027366	0.00657022	0.00657022	0
2361	0.588804	0.0718787	9.89867e-07	3.73386e-05	0.00273664	0.00657022	0.00657022	0
2334	0.591053	0.0723379	8.15105e-07	2.95648e-05	0.00273667	0.00657022	0.00657022	0
2359	0.594292	0.0737053	1.6641e-05	2.4727e-05	0.00273669	0.00657022	0.00657022	0
2411	0.594053	0.07157	7.65545e-06	1.95498e-05	0.00273671	0.00657022	0.00657022	0
2483	0.595697	0.0712707	1.44752e-05	1.67361e-05	0.00273673	0.00657022	0.00657022	0
2526	0.595888	0.0694754	2.88164e-06	1.44802e-05	0.00273674	0.00657022	0.00657022	0
2525	0.596592	0.068171	1.6714e-08	1.24913e-05	0.00273675	0.00657022	0.00657022	0
2478	0.59681	0.06634	7.32916e-06	1.17656e-05	0.00273677	0.00657022	0.00657022	0
2418	0.598233	0.0656646	2.23029e-05	1.20056e-05	0.00273678	0.00657022	0.00657022	0
2373	0.59896	0.0642619	6.08156e-05	1.49957e-05	0.00273679	0.00657022	0.00657022	0
2373	0.599973	0.0631266	7.65994e-05	1.83562e-05	0.00273681	0.00657022	0.00657022	0
2422	0.60166	0.0626501	9.38531e-05	2.33256e-05	0.00273683	0.00657022	0.00657022	0
2494	0.603226	0.0620667	0.000135455	3.15665e-05	0.00273687	0.00657022	0.00657022	0
2554	0.604813	0.0615505	0.000100391	3.8585e-05	0.0027369	0.00657022	0.00657022	0
2572	0.606193	0.0608814	0.000107937	4.6224e-05	0.00273695	0.00657022	0.00657022	0
2543	0.607786	0.0604959	8.06303e-05	5.19251e-05	0.002737	0.00657022	0.00657022	0
2486	0.609517	0.0603259	6.15466e-05	5.51327e-05	0.00273706	0.00657022	0.00657022	0
2426	0.609077	0.0580949	6.79809e-05	5.94416e-05	0.00273712	0.00657022	0.00657022	0
2406	0.609309	0.056641	8.14244e-05	6.42237e-05	0.00273718	0.00657022	0.00657022	0
2431	0.608663	0.0544075	9.71087e-05	7.09542e-05	0.00273725	0.00657022	0.00657022	0
2496	0.60955	0.053786	8.72465e-05	7.71849e-05	0.00273733	0.00657022	0.00657022	0
2553	0.608392	0.0512072	0.00013094	8.60143e-05	0.00273742	0.00657022	0.00657022	0
2578	0.607567	0.0490373	0.000169765	9.65473e-05	0.00273751	0.00657022	0.00657022	0
2554	0.606678	0.0468703	0.000215508	0.000107597	0.00273762	0.00657022	0.00657022	0
2486	0.604311	0.0433083	0.000308814	0.000124184	0.00273774	0.00657022	0.00657022	0
2411	0.601841	0.0396935	0.000432739	0.00014839	0.00273789	0.00657022	0.00657022	0
2366	0.599701	0.0364818	0.000568539	0.000179324	0.00273807	0.00657022	0.00657022	0
2361	0.595589	0.0313883	0.000713244	0.0002231	0.00273829	0.00657022	0.00657022	0
2396	0.591148	0.0260602	0.00093519	0.000282189	0.00273858	0.00657022	0.00657022	0
2446	0.587305	0.0214235	0.00108795	0.00035414	0.00273893	0.00657022	0.00657022	0
2467	0.582048	0.0154727	0.00146792	0.000454595	0.00273939	0.00657022	0.00657022	0
2450	0.578794	0.0115977	0.00156892	0.000561805	0.00273995	0.00657022	0.00657022	0
2385	0.574581	0.00683933	0.00178067	0.00068318	0.00274063	0.00657022	0.00657022	0
2298	0.569503	0.00129157	0.00207742	0.00082463	0.00274145	0.00657022	0.00657022	0
2230	0.564826	0.00377893	0.00156257	0.000930011	0.00274239	0.00657022	0.00657022	0
2211	0.561349	0.00757223	0.00103178	0.000994356	0.00274338	0.00657022	0.00657022	0
2234	0.556726	0.0124429	0.000577866	0.00102351	0.0027444	0.00657022	0.00657022	0
2283	0.55262	0.0167325	0.000214793	0.00102346	0.00274543	0.00657022	0.00657022	0
2318	0.547979	0.0214882	2.09024e-05	0.00100289	0.00274643	0.00657022	0.00657022	0
2311	0.543144	0.0263854	2.46205e-05	0.000973739	0.0027474	0.00657022	0.00657022	0
2262	0.539771	0.0297764	0.000204597	0.000947743	0.00274835	0.00657022	0.00657022	0
2182	0.535857	0.0336661	0.000487013	0.000931584	0.00274928	0.00657022	0.00657022	0
2110	0.532456	0.0370133	0.000910468	0.000929818	0.00275021	0.00657022	0.00657022	0
2075	0.528945	0.0404407	0.00153266	0.000961583	0.00275117	0.00657022	0.00657022	0
2089	0.525521	0.0437441	0.00159721	0.000970818	0.00275214	0.00657022	0.00657022	0
2146	0.524343	0.0447912	0.00138525	0.000957699	0.0027531	0.00657022	0.00657022	0
2192	0.520427	0.0485283	0.00130215	0.000923519	0.00275403	0.00657022	0.00657022	0
2213	0.518594	0.0501468	0.00111652	0.000854883	0.00275488	0.00657022	0.00657022	0
2188	0.517398	0.0511091	0.000877397	0.000805942	0.00275569	0.00657022	0.00657022	0
2120	0.514936	0.0532995	0.000724373	0.000783985	0.00275647	0.00657022	0.00657022	0
2046	0.512617	0.0553315	0.000653065	0.000789356	0.00275726	0.00657022	0.00657022	0
2000	0.510202	0.0574133	0.00056393	0.000814295	0.00275807	0.00657022	0.00657022	0
2001	0.507559	0.0597036	0.00051485	0.000849576	0.00275892	0.00657022	0.00657022	0
2049	0.506212	0.0606774	0.000409523	0.000877069	0.0027598	0.00657022	0.00657022	0
2107	0.504183	0.062308	0.000344619	0.000887071	0.00276069	0.00657022	0.00657022	0
2144	0.502687	0.063394	0.000346066	0.000877003	0.00276156	0.00657022	0.00657022	0
2131	0.500366	0.0652894	0.000280935	0.000832037	0.0027624	0.00657022	0.00657022	0
2079	0.499428	0.065805	0.000245181	0.000740074	0.00276314	0.00657022	0.00657022	0
2002	0.496929	0.0678435	0.000280038	0.00064599	0.00276378	0.00657022	0.00657022	0
1944	0.494816	0.0694683	0.000261427	0.000565717	0.00276435	0.00657022	0.00657022	0
1938	0.494535	0.0692371	0.000193364	0.000486518	0.00276484	0.00657022	0.00657022	0
1970	0.492031	0.0711883	0.000189752	0.000420321	0.00276526	0.00657022	0.00657022	0
2032	0.490968	0.0716716	0.000143234	0.00036788	0.00276562	0.00657022	0.00657022	0
2086	0.490766	0.0712767	0.000112345	0.000324164	0.00276595	0.00657022	0.00657022	0
2089	0.488239	0.0731865	0.000118341	0.00028597	0.00276623	0.00657022	0.00657022	0
2050	0.487382	0.0734086	0.000100291	0.000252853	0.00276649	0.00657022	0.00657022	0
1990	0.488499	0.0716744	4.07682e-05	0.00021899	0.00276671	0.00657022	0.00657022	0
1929	0.487918	0.0716426	3.40771e-05	0.000192172	0.0027669	0.00657022	0.00657022	0
1908	0.487925	0.0710201	1.0091e-05	0.000168277	0.00276707	0.00657022	0.00657022	0
1938	0.488381	0.0699446	2.26891e-07	0.000143574	0.00276721	0.00657022	0.00657022	0
2000	0.488369	0.0693274	8.1489e-09	0.000123508	0.00276733	0.00657022	0.00657022	0
2061	0.48807	0.068982	4.868e-06	0.000106343	0.00276744	0.00657022	0.00657022	0
2087	0.487444	0.0689503	7.40553e-06	8.68692e-05	0.00276753	0.00657022	0.00657022	0
2068	0.487813	0.0679159	1.12946e-05	6.90026e-05	0.0027676	0.00657022	0.00657022	0
2009	0.487668	0.0673777	3.37422e-05	5.7601e-05	0.00276765	0.00657022	0.00657022	0
1944	0.487595	0.0667493	4.43463e-05	4.72149e-05	0.0027677	0.00657022	0.00657022	0
1913	0.488746	0.0648875	4.60622e-05	4.0274e-05	0.00276774	0.00657022	0.00657022	0
1925	0.48859	0.064325	5.35469e-05	3.60742e-05	0.00276778	0.00657022	0.00657022	0
1978	0.488357	0.0638264	5.17491e-05	3.13176e-05	0.00276781	0.00657022	0.00657022	0
2055	0.490941	0.0605368	8.85065e-05	3.04758e-05	0.00276784	0.00657022	0.00657022	0
2091	0.489315	0.0614462	6.21123e-05	3.20004e-05	0.00276787	0.00657022	0.00657022	0
2081	0.488049	0.0619932	4.88428e-05	3.30551e-05	0.0027679	0.00657022	0.00657022	0
2029	0.487453	0.0618688	5.01486e-05	3.59163e-05	0.00276794	0.00657022	0.00657022	0
1956	0.486099	0.0624886	2.94562e-05	3.80041e-05	0.00276798	0.00657022	0.00657022	0
1902	0.484843	0.0629902	1.92501e-05	3.93786e-05	0.00276802	0.00657022	0.00657022	0
1904	0.486146	0.0609216	3.3962e-05	4.14567e-05	0.00276806	0.00657022	0.00657022	0
1941	0.484447	0.061805	9.50171e-06	4.16064e-05	0.0027681	0.00657022	0.00657022	0
2012	0.485332	0.0600875	1.79562e-05	4.20823e-05	0.00276814	0.00657022	0.00657022	0
2069	0.485923	0.0586399	2.68998e-05	4.15935e-05	0.00276818	0.00657022	0.00657022	0
2083	0.486389	0.0573159	1.03741e-05	3.91669e-05	0.00276822	0.00657022	0.00657022	0
2048	0.486878	0.05596	3.00986e-05	3.80267e-05	0.00276826	0.00657022	0.00657022	0
1985	0.487616	0.0543587	5.82864e-05	3.83652e-05	0.0027683	0.00657022	0.00657022	0
1928	0.48816	0.0529572	7.94157e-05	4.03414e-05	0.00276834	0.00657022	0.00657022	0
1911	0.48896	0.051299	0.000125206	4.29628e-05	0.00276838	0.00657022	0.00657022	0
1935	0.487634	0.0517516	0.000126307	4.75481e-05	0.00276843	0.00657022	0.00657022	0
1998	0.487615	0.0508796	0.000100841	5.12623e-05	0.00276848	0.00657022	0.00657022	0
2063	0.488152	0.0494384	0.000152933	5.8604e-05	0.00276854	0.00657022	0.00657022	0
2094	0.488752	0.0479155	0.000148159	6.70828e-05	0.00276861	0.00657022	0.00657022	0
2076	0.489529	0.0461946	0.000154886	7.6771e-05	0.00276868	0.00657022	0.00657022	0
2024	0.491303	0.0434604	0.000191976	8.80577e-05	0.00276877	0.00657022	0.00657022	0
1960	0.491619	0.0421725	0.000190095	0.000100957	0.00276887	0.00657022	0.00657022	0
1927	0.492366	0.0404384	0.000193773	0.000113516	0.00276899	0.00657022	0.00657022	0
1943	0.493146	0.0386479	0.000204757	0.00012622	0.00276911	0.00657022	0.00657022	0
1998	0.493229	0.0375559	0.000188873	0.00013897	0.00276925	0.00657022	0.00657022	0
2070	0.494463	0.0353102	0.000270318	0.000156128	0.00276941	0.00657022	0.00657022	0
2117	0.495423	0.0333457	0.000307437	0.000173925	0.00276958	0.00657022	0.00657022	0
2101	0.492679	0.03505	0.000207027	0.00018304	0.00276976	0.00657022	0.00657022	0
2051	0.492724	0.0339646	0.000194627	0.000187998	0.00276995	0.00657022	0.00657022	0
1976	0.491077	0.0345401	0.000135827	0.000188678	0.00277014	0.00657022	0.00657022	0
1926	0.490915	0.0336213	9.68071e-05	0.00018839	0.00277033	0.00657022	0.00657022	0
1919	0.490066	0.0333716	7.74568e-05	0.000182999	0.00277051	0.00657022	0.00657022	0
1964	0.490238	0.032085	6.9779e-05	0.0001774	0.00277069	0.00657022	0.00657022	0
2028	0.489238	0.031945	4.49285e-05	0.000169546	0.00277086	0.00657022	0.00657022	0
2086	0.489959	0.030076	5.59499e-05	0.00015983	0.00277102	0.00657022	0.00657022	0
2094	0.488952	0.0299098	2.91645e-05	0.000148335	0.00277117	0.00657022	0.00657022	0
2061	0.490019	0.0276656	3.22644e-05	0.000136799	0.0027713	0.00657022	0.00657022	0
1993	0.48966	0.0268259	6.76353e-05	0.000127004	0.00277143	0.00657022	0.00657022	0
1936	0.490314	0.0249846	8.064e-05	0.000119274	0.00277155	0.00657022	0.00657022	0
1915	0.49017	0.0239371	0.000112424	0.000107995	0.00277166	0.00657022	0.00657022	0
1943	0.48973	0.0231871	0.000108872	9.38122e-05	0.00277175	0.00657022	0.00657022	0
2004	0.489047	0.0226652	0.000114626	8.72121e-05	0.00277184	0.00657022	0.00657022	0
2068	0.489219	0.021302	0.000116273	8.16154e-05	0.00277192	0.00657022	0.00657022	0
2093	0.48838	0.0209492	0.000120908	8.05497e-05	0.002772	0.00657022	0.00657022	0
2074	0.489063	0.0190898	0.000120695	8.2256e-05	0.00277208	0.00657022	0.00657022	0
2018	0.490033	0.0169775	0.000167245	8.86695e-05	0.00277217	0.00657022	0.00657022	0
1948	0.489027	0.0168553	0.000116862	9.20326e-05	0.00277226	0.00657022	0.00657022	0
1919	0.490724	0.0140681	0.000162763	0.000100449	0.00277236	0.00657022	0.00657022	0
1929	0.489866	0.0138688	0.000123562	0.000105279	0.00277247	0.00657022	0.00657022	0
1990	0.491179	0.0115557	0.000153301	0.000114146	0.00277258	0.00657022	0.00657022	0
2055	0.490542	0.0112255	0.00014308	0.000122061	0.00277271	0.00657022	0.00657022	0
2102	0.491546	0.00931686	0.000178179	0.000129957	0.00277284	0.00657022	0.00657022	0
2095	0.491078	0.00890714	0.000153634	0.000135171	0.00277297	0.00657022	0.00657022	0
2045	0.49119	0.00796124	0.000168687	0.00013919	0.00277311	0.00657022	0.00657022	0
1973	0.490346	0.00801349	0.000122686	0.000140176	0.00277325	0.00657022	0.00657022	0
1923	0.490223	0.00739074	9.19052e-05	0.000138553	0.00277339	0.00657022	0.00657022	0
1921	0.490568	0.00633833	0.000110606	0.000138149	0.00277353	0.00657022	0.00657022	0
1961	0.48949	0.00674379	5.36451e-05	0.000133344	0.00277366	0.00657022	0.00657022	0
2030	0.489696	0.00590876	6.33619e-05	0.000129249	0.00277379	0.00657022	0.00657022	0
2089	0.490614	0.00441635	5.097e-05	0.000120944	0.00277391	0.00657022	0.00657022	0
2099	0.490068	0.00443244	4.6146e-05	0.000115892	0.00277403	0.00657022	0.00657022	0
2064	0.490671	0.00333792	3.57477e-05	0.00010682	0.00277413	0.00657022	0.00657022	0
1997	0.490627	0.00292948	3.57324e-05	0.000100546	0.00277423	0.00657022	0.00657022	0
1944	0.492285	0.000870407	5.028e-05	9.31878e-05	0.00277433	0.00657022	0.00657022	0
1921	0.491651	0.00113091	4.73699e-05	8.63513e-05	0.00277441	0.00657022	0.00657022	0
1947	0.49075	0.00168437	3.25627e-05	7.59502e-05	0.00277449	0.00657022	0.00657022	0
2005	0.489384	0.00270075	1.3232e-05	6.59215e-05	0.00277456	0.00657022	0.00657022	0
2074	0.490761	0.00102666	3.26856e-05	5.62071e-05	0.00277461	0.00657022	0.00657022	0
2098	0.48959	0.00190836	1.60032e-05	4.85869e-05	0.00277466	0.00657022	0.00657022	0
2077	0.489729	0.00149262	8.54818e-06	4.26328e-05	0.0027747	0.00657022	0.00657022	0
2020	0.490458	0.000518948	1.53154e-05	3.58263e-05	0.00277474	0.00657022	0.00657022	0
1957	0.491143	0.000380814	8.74447e-06	3.26192e-05	0.00277477	0.00657022	0.00657022	0
1921	0.491155	0.000583589	5.5032e-06	2.84864e-05	0.0027748	0.00657022	0.00657022	0
1932	0.490647	0.000244707	3.915e-07	2.48736e-05	0.00277482	0.00657022	0.00657022	0
1985	0.490146	9.5427e-05	1.07222e-06	2.16541e-05	0.00277485	0.00657022	0.00657022	0
2051	0.48985	0.000248045	2.06302e-06	1.9248e-05	0.00277487	0.00657022	0.00657022	0
2094	0.489847	0.000122637	6.64665e-06	1.71705e-05	0.00277488	0.00657022	0.00657022	0
2087	0.489249	0.000609785	1.73785e-07	1.35915e-05	0.0027749	0.00657022	0.00657022	0
2037	0.489166	0.000589848	1.73848e-06	1.03321e-05	0.00277491	0.00657022	0.00657022	0
1968	0.488876	0.000799179	4.8086e-07	8.04052e-06	0.00277491	0.00657022	0.00657022	0
1917	0.48845	0.00116149	4.12855e-07	7.12487e-06	0.00277492	0.00657022	0.00657022	0
1916	0.489146	0.00041163	9.49601e-10	4.79026e-06	0.00277493	0.00657022	0.00657022	0
1956	0.488272	0.00124869	4.42356e-07	3.67877e-06	0.00277493	0.00657022	0.00657022	0
2028	0.489381	0.000123352	1.4727e-08	3.06924e-06	0.00277493	0.00657022	0.00657022	0
2082	0.489171	0.000317752	4.94286e-08	1.97881e-06	0.00277493	0.00657022	0.00657022	0
2096	0.489557	5.48363e-05	3.73295e-08	1.35687e-06	0.00277494	0.00657022	0.00657022	0
2060	0.489729	0.000203997	6.6195e-09	9.64257e-07	0.00277494	0.00657022	0.00657022	0
1994	0.489729	0.000191659	1.7483e-07	9.48781e-07	0.00277494	0.00657022	0.00657022	0
1936	0.490093	0.000534058	3.11252e-09	8.72416e-07	0.00277494	0.00657022	0.00657022	0
1922	0.491679	0.00208247	1.64683e-06	8.42688e-07	0.00277494	0.00657022	0.00657022	0
1952	0.491781	0.00214979	9.76746e-07	4.37695e-07	0.00277494	0.00657022	0.00657022	0
2016	0.491921	0.00225508	3.39832e-06	6.68018e-07	0.00277494	0.00657022	0.00657022	0
2079	0.491954	0.00224921	1.00105e-06	6.15345e-07	0.00277494	0.00657022	0.00657022	0
2100	0.490259	0.000525206	1.61487e-07	5.92532e-07	0.00277494	0.00657022	0.00657022	0
2077	0.490056	0.000300735	2.89583e-10	5.63063e-07	0.00277494	0.00657022	0.00657022	0
2014	0.489355	0.000417292	1.31374e-07	5.72379e-07	0.00277494	0.00657022	0.00657022	0
1945	0.488518	0.00126424	1.12412e-06	6.21077e-07	0.00277494	0.00657022	0.00657022	0
1908	0.488127	0.0016484	2.12208e-06	7.71602e-07	0.00277494	0.00657022	0.00657022	0
1922	0.488104	0.00166631	1.28199e-06	8.59643e-07	0.00277495	0.00657022	0.00657022	0
1976	0.48763	0.00213316	2.56986e-09	8.5716e-07	0.00277495	0.00657022	0.00657022	0
2048	0.4887	0.0010407	1.23009e-06	9.4455e-07	0.00277495	0.00657022	0.00657022	0
2090	0.488538	0.00119552	1.12267e-06	1.01225e-06	0.00277495	0.00657022	0.00657022	0
2086	0.488913	0.00082925	2.01629e-06	1.15605e-06	0.00277495	0.00657022	0.00657022	0
2039	0.489791	2.56002e-05	2.49606e-07	1.05625e-06	0.00277495	0.00657022	0.00657022	0
1964	0.488208	0.00157845	1.63256e-06	1.10309e-06	0.00277495	0.00657022	0.00657022	0
1905	0.485949	0.00384805	1.17701e-05	1.70108e-06	0.00277495	0.00657022	0.00657022	0
1895	0.484482	0.00529879	1.62776e-05	2.79226e-06	0.00277496	0.00657022	0.00657022	0
1922	0.480409	0.00933108	5.90236e-05	6.99669e-06	0.00277496	0.00657022	0.00657022	0
1984	0.479019	0.0106585	8.08596e-05	1.27724e-05	0.00277498	0.00657022	0.00657022	0
2029	0.476516	0.0130677	0.000119564	2.13033e-05	0.002775	0.00657022	0.00657022	0
2040	0.476028	0.0134522	0.000154046	3.22263e-05	0.00277503	0.00657022	0.00657022	0
2004	0.476012	0.0133593	0.000147958	4.26431e-05	0.00277507	0.00657022	0.00657022	0
1940	0.476324	0.0129344	0.000146535	5.30183e-05	0.00277513	0.00657022	0.00657022	0
1886	0.47756	0.0115919	0.000133779	6.25738e-05	0.00277519	0.00657022	0.00657022	0
1865	0.477536	0.0115021	9.84792e-05	6.95201e-05	0.00277526	0.00657022	0.00657022	0
1894	0.477678	0.0112603	5.4942e-05	7.33644e-05	0.00277533	0.00657022	0.00657022	0
2071	0.504697	0.0155881	0.000105871	8.07825e-05	0.00277541	0.00657022	0.00657022	0
2067	0.487644	0.0014596	6.19602e-05	8.51904e-05	0.0027755	0.00657022	0.00657022	0
2020	0.470531	0.0183911	5.97926e-05	8.93447e-05	0.00277559	0.00657022	0.00657022	0
1950	0.46108	0.0275574	0.000209953	0.000103501	0.00277569	0.00657022	0.00657022	0
1898	0.464435	0.0239336	0.000109859	0.000110185	0.0027758	0.00657022	0.00657022	0
1890	0.477386	0.0108404	6.34497e-06	0.000106422	0.00277591	0.00657022	0.00657022	0
1930	0.492332	0.00410599	7.79412e-05	0.000106214	0.00277601	0.00657022	0.00657022	0
1996	0.501192	0.0128853	1.67286e-06	9.7793e-05	0.00277611	0.00657022	0.00657022	0
2054	0.500197	0.0118207	1.01498e-07	8.67969e-05	0.0027762	0.00657022	0.00657022	0
2073	0.490751	0.00241202	7.82926e-05	8.18208e-05	0.00277628	0.00657022	0.00657022	0
2046	0.479271	0.00890642	4.46453e-05	7.4543e-05	0.00277635	0.00657022	0.00657022	0
1978	0.469687	0.0182606	0.000282274	8.51498e-05	0.00277644	0.00657022	0.00657022	0
1914	0.468754	0.0189534	3.16226e-07	7.81381e-05	0.00277652	0.00657022	0.00657022	0
1899	0.47866	0.00892353	0.000347222	9.90153e-05	0.00277662	0.00657022	0.00657022	0
1924	0.489284	0.00171664	0.000493593	0.00012671	0.00277674	0.00657022	0.00657022	0
1984	0.496961	0.00932443	2.29812e-06	0.000122448	0.00277686	0.00657022	0.00657022	0
2040	0.49641	0.00871176	2.12131e-05	0.000119692	0.00277698	0.00657022	0.00657022	0
2068	0.490152	0.00244489	0.000109002	0.000112482	0.0027771	0.00657022	0.00657022	0
2050	0.481373	0.00624853	3.10491e-05	0.000106852	0.0027772	0.00657022	0.00657022	0
1995	0.474752	0.0127276	0.000106412	0.000114	0.00277732	0.00657022	0.00657022	0
1932	0.473353	0.01396	2.55384e-05	0.000110257	0.00276076	0.00657022	0.00657022	0
1896	0.477563	0.00962853	7.45125e-05	0.00011546	0.0027296	0.00657022	0.00657022	0
1905	0.484226	0.00290492	0.000257554	0.000133849	0.00268492	0.00657022	0.00657022	0
1959	0.490719	0.00358242	2.85275e-05	0.000130295	0.00262661	0.00657022	0.00657022	0
2020	0.491647	0.00449127	7.69855e-06	0.000127656	0.00255358	0.00657022	0.00657022	0
2062	0.488769	0.00161585	5.94222e-05	0.000111738	0.00246453	0.00657022	0.00657022	0
2057	0.482856	0.00423354	2.00544e-05	0.000113148	0.00235891	0.00657022	0.00657022	0
2008	0.477425	0.00955412	5.05411e-05	9.1956e-05	0.00223737	0.00657022	0.00657022	0
1942	0.47536	0.0114827	2.73967e-05	5.86563e-05	0.00210146	0.00657022	0.00657022	0
1892	0.476658	0.0100512	7.16326e-06	5.90038e-05	0.00195292	0.00657022	0.00657022	0
1888	0.480834	0.00579327	6.6695e-05	6.22525e-05	0.00180393	0.00657022	0.00657022	0
1931	0.485052	0.00151807	6.57796e-05	5.91652e-05	0.00165474	0.00657022	0.00657022	0
2001	0.487886	0.00133601	2.46149e-06	5.71233e-05	0.0015055	0.00657022	0.00657022	0
2067	0.489771	0.00323513	1.20608e-07	4.9531e-05	0.00135626	0.00657022	0.00657022	0
2082	0.48741	0.000904649	1.28638e-05	4.86257e-05	0.00122367	0.00657022	0.00657022	0
2060	0.487753	0.00128633	1.08586e-07	4.33111e-05	0.00110557	0.00657022	0.00657022	0
1998	0.486946	0.000520527	1.37865e-05	2.58991e-05	0.00100065	0.00657022	0.00657022	0
1937	0.487065	0.000680983	7.87325e-05	2.94852e-05	0.00090886	0.00657022	0.00657022	0
1913	0.488405	0.00203973	8.917e-05	3.53046e-05	0.000831331	0.00657022	0.00657022	0
1933	0.488532	0.00218439	6.1887e-05	3.54807e-05	0.000769559	0.00657022	0.00657022	0
1986	0.487367	0.00105077	2.24913e-05	3.56547e-05	0.000724276	0.00657022	0.00657022	0
2041	0.485214	0.00105894	2.10805e-07	3.20597e-05	0.00069488	0.00657022	0.00657022	0
2065	0.482787	0.0034174	4.3322e-06	3.04123e-05	0.000679789	0.00657022	0.00657022	0
2048	0.48233	0.00379181	3.0989e-07	2.99227e-05	0.000677228	0.00657022	0.00657022	0
1995	0.483041	0.00301	4.43252e-06	2.54754e-05	0.000674825	0.00657022	0.00657022	0
1933	0.483943	0.00204039	5.68604e-07	2.08175e-05	0.000672145	0.00657022	0.00657022	0
1898	0.484857	0.00106883	3.00636e-07	2.06631e-05	0.000669055	0.00657022	0.00657022	0
1914	0.486231	0.000365227	9.97016e-08	2.06616e-05	0.000665687	0.00657022	0.00657022	0
1958	0.483819	0.00196829	5.10313e-09	1.97432e-05	0.000662218	0.00657022	0.00657022	0
2024	0.483442	0.00227198	7.67184e-09	1.97359e-05	0.000658818	0.00657022	0.00657022	0
2067	0.483227	0.00242543	1.8897e-06	1.88862e-05	0.000655717	0.00657022	0.00657022	0
2062	0.483142	0.00243488	1.89322e-06	1.33977e-05	0.000653032	0.00657022	0.00657022	0
2027	0.486967	0.00141719	4.00085e-06	7.31415e-06	0.00065058	0.00657022	0.00657022	0
1959	0.487195	0.00166997	4.50219e-06	3.21523e-06	0.000648017	0.00657022	0.00657022	0
1915	0.488477	0.00297213	1.4348e-09	1.60881e-06	0.000645163	0.00657022	0.00657022	0
1903	0.486069	0.000614643	2.03274e-06	1.73895e-06	0.000642094	0.00657022	0.00657022	0
1940	0.483796	0.00158492	2.66346e-07	1.44853e-06	0.00063895	0.00657022	0.00657022	0
1998	0.480992	0.00429267	1.54248e-05	2.52817e-06	0.000635883	0.00657022	0.00657022	0
2050	0.480405	0.00478205	7.91723e-06	2.77707e-06	0.000633091	0.00657022	0.00657022	0
2062	0.48108	0.00401935	3.0533e-06	2.95455e-06	0.000630714	0.00657022	0.00657022	0
2033	0.484055	0.000986576	2.07031e-06	3.08096e-06	0.000628631	0.00657022	0.00657022	0
1971	0.485799	0.000792027	2.69897e-06	3.26662e-06	0.000626532	0.00657022	0.00657022	0
1916	0.48682	0.00183716	1.76378e-07	3.27885e-06	0.00062417	0.00657022	0.00657022	0
1896	0.485956	0.00100228	4.45812e-07	3.31015e-06	0.000621522	0.00657022	0.00657022	0
